9	1180730	636439
10	1158374	607929
13	1122713	579392
15	1158081	575906
2	1095890	572704
16	1207604	569639
7	1182844	565685
20	1088543	556023
3	1061176	555617
12	1067598	553849
11	1147613	548937
14	1122884	546614
18	1068383	540151
1	1111471	535816
5	1023521	526943
19	1009248	501339
4	964818	493708
17	921746	490240
8	989626	478705
6	947232	478348
